MARCA;MODELO;CC;MM DATA;ABS;MODELO con ABS;Año;KM;Coste;PVP;Margen;Matrícula;Model_id;Fecha
AJP;PR7 650;600;PR7 650;NO;PR7 650 ;2023;5620;8000;9490;1490;8390MFL;ZZZZZZZ;30/04/2024
APRILIA;ATLANTIC 125;124;ATLANTIC 125;NO;ATLANTIC 125 ;2016;12227;800;1590;790;4814JTS;ZZZZZZZ;15/04/2024
APRILIA;ATLANTIC 250;250;ATLANTIC 250 I.E;NO;ATLANTIC 250 ;2005;11300;400;1390;990;9217DNT;ZZZZZZZ;23/10/2023
APRILIA;DORSODURO 750;750;DORSODURO 750;NO;DORSODURO 750 ;2008;53000;3000;3140;140;9898GGR;f076e239-3eaf-462d-903b-35a578f3a9b3;27/03/2024
APRILIA;DORSODURO 750;750;DORSODURO 750;NO;DORSODURO 750 ;2012;55547;3000;3240;240;0096HMG;f076e239-3eaf-462d-903b-35a578f3a9b3;20/03/2024
APRILIA;DORSODURO 750;750;DORSODURO 750;NO;DORSODURO 750 ;2008;62000;3000;3290;290;1942GGP;f076e239-3eaf-462d-903b-35a578f3a9b3;25/04/2024
APRILIA;DORSODURO 750;750;DORSODURO 750;NO;DORSODURO 750 ;2009;42000;2800;3690;890;7961GLG;f076e239-3eaf-462d-903b-35a578f3a9b3;25/04/2024
APRILIA;DORSODURO 750;750;DORSODURO 750;NO;DORSODURO 750 ;2010;40400;3900;3940;40;9618GSR;f076e239-3eaf-462d-903b-35a578f3a9b3;29/04/2024
APRILIA;DORSODURO 750;750;DORSODURO 750;NO;DORSODURO 750 ;2010;43300;4575;3990;-585;0103GVZ;f076e239-3eaf-462d-903b-35a578f3a9b3;07/06/2024
APRILIA;DORSODURO 750;750;DORSODURO 750;;;2008;53441;2373;3990;1617;9898GGR;f076e239-3eaf-462d-903b-35a578f3a9b3;10/09/2024
APRILIA;DORSODURO 750;750;DORSODURO 750;NO;DORSODURO 750 ;2011;31000;4250;4040;-210;2499HBR;f076e239-3eaf-462d-903b-35a578f3a9b3;04/07/2024
APRILIA;DORSODURO 750;750;DORSODURO 750;NO;DORSODURO 750 ;2009;13800;3400;4990;1590;0365GRL;f076e239-3eaf-462d-903b-35a578f3a9b3;22/03/2023
APRILIA;DORSODURO 750;750;DORSODURO 750 ABS;ABS;DORSODURO 750 ABS;2008;26900;3400;4990;1590;5115GGX;f076e239-3eaf-462d-903b-35a578f3a9b3;30/10/2023
APRILIA;DORSODURO 900;900;DORSODURO 900;NO;DORSODURO 900 ;2017;19000;6300;7190;890;3282KBY;4054b1cb-d90a-4b5d-b8b3-7c2d70bbb10b;27/09/2023
APRILIA;DORSODURO 900;900;DORSODURO 900 ABS;ABS;DORSODURO 900 ABS;2018;26623;6000;7290;1290;1340KJR;4054b1cb-d90a-4b5d-b8b3-7c2d70bbb10b;12/09/2023
APRILIA;DORSODURO 900;900;DORSODURO 900;NO;DORSODURO 900 ;2018;22590;6200;7290;1090;3630KLB;4054b1cb-d90a-4b5d-b8b3-7c2d70bbb10b;04/01/2024
APRILIA;HABANA 125;125;HABANA 125;NO;HABANA 125 ;2017;3000;450;1240;790;4422JVX;ZZZZZZZ;18/01/2024
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2010;2500;1600;2600;1000;3266DKK;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;05/05/2023
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2017;10500;2250;3140;890;2501KCJ;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;26/03/2024
APRILIA;RS 125;125;RS 125;;;2022;2041;3200;3240;40;7097LXJ;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;31/08/2024
APRILIA;RS 125;125;RS 125;;;2022;19694;2200;3249;1049;9902LWD;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;18/11/2024
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2021;476;2530;3390;860;6361LSM;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;03/04/2024
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2022;15700;2800;3440;640;1050LYG;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;23/05/2024
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2019;10000;2000;3490;1490;2826KNV;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;09/05/2023
APRILIA;RS 125;125;Rs4 125 4T;NO;RS 125 ;2012;13000;2500;3490;990;2113HLC;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;31/05/2023
APRILIA;RS 125;125;RS 125 ;NO;RS 125 ;2020;12700;3200;3540;340;7736LKL;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;13/12/2023
APRILIA;RS 125;125;RS 125;;;2022;10900;2745;3690;945;2196LZB;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;05/08/2024
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2023;0;3388;3711;322;5978MKX;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;13/03/2024
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2023;0;3389;3711;321;5836MKX;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;25/03/2024
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2024;1;3306;3752;446;2148MRF;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;31/05/2024
APRILIA;RS 125;125;Rs4 125 4T;NO;RS 125 ;2012;13000;2300;3780;1480;2113HLC;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;31/05/2023
APRILIA;RS 125;125;RS 125 REPLICA GP ABS;ABS;RS 125 ABS;2012;3183;2200;3790;1590;2030KTD;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;18/07/2023
APRILIA;RS 125;125;RS 125 125;NO;RS 125 ;2023;0;3552;3959;407;7080MHK;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;13/09/2023
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2023;4234;3300;3990;690;6566MGD;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;25/07/2024
APRILIA;RS 125;125;RS 125;;;2023;5838;3500;3990;490;6566MGD;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;27/09/2024
APRILIA;RS 125;125;RS 125;;;2023;4208;3400;4049;649;6644MJK;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;21/10/2024
APRILIA;RS 125;125;RS 125 R;NO;RS 125 ;2021;9000;3300;4090;790;5323LSF;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;09/05/2023
APRILIA;RS 125;125;RS 125;;;2024;1882;3600;4140;540;6211MSX;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;31/10/2024
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2022;4700;3300;4190;890;5735LXG;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;17/02/2023
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2023;4712;3500;4190;690;7918MLL;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;16/07/2024
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2022;2000;3500;4290;790;6299MBP;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;17/01/2023
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2022;138;3600;4290;690;3343MGY;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;14/06/2023
APRILIA;RS 125;125;RS 125 2021;NO;RS 125 ;2021;500;3400;4290;890;4386LKN;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;14/07/2023
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2023;300;2800;4290;1490;6644MJK;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;05/04/2024
APRILIA;RS 125;125;RS 125 ;NO;RS 125 ;2022;5200;3400;4390;990;6260LZK;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;28/04/2023
APRILIA;RS 125;125;RS 125 None;NO;RS 125 ;2023;1400;3800;4390;590;0957MKH;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;31/10/2023
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2021;450;3660;4390;730;3674LPY;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;26/04/2024
APRILIA;RS 125;125;RS 125 2021;NO;RS 125 ;2022;5800;4000;4790;790;0623LWP;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;29/06/2023
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2022;2300;3800;4790;990;1464MBF;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;05/07/2023
APRILIA;RS 125;125;RS 125 2021;NO;RS 125 ;2022;2900;3575;4790;1215;3001MBW;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;28/09/2023
APRILIA;RS 125;125;RS 125 2021;NO;RS 125 ;2022;5800;3700;4880;1180;0623LWP;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;29/06/2023
APRILIA;RS 125;125;RS 125;NO;RS 125 ;2023;300;2800;5190;2390;6644MJK;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;30/08/2023
APRILIA;RS 660;660;RS660 ;NO;RS 660 ;2022;190;9800;10669;869;3436LZH;0a116c30-e4a7-43bf-93da-487e42253e1f;03/11/2022
APRILIA;RS 660;660;RS660 ;NO;RS 660 ;2022;190;9800;11880;2080;3436LZH;0a116c30-e4a7-43bf-93da-487e42253e1f;03/11/2022
APRILIA;RS 660;660;RS 660;NO;RS 660 ;2021;33530;6000;7290;1290;1877LTT;0a116c30-e4a7-43bf-93da-487e42253e1f;12/03/2024
APRILIA;RS 660;660;RS 660;;;2021;17806;6500;7540;1040;4017LVR;0a116c30-e4a7-43bf-93da-487e42253e1f;06/09/2024
APRILIA;RS 660;660;RS 660;NO;RS 660 ;2023;832;6446;7636;1190;"9260MHC
";0a116c30-e4a7-43bf-93da-487e42253e1f;03/04/2024
APRILIA;RS 660;660;RS 660;NO;RS 660 ;2021;17806;6500;7990;1490;4017LVR;0a116c30-e4a7-43bf-93da-487e42253e1f;03/07/2024
APRILIA;RS 660;660;RS 660 660;NO;RS 660 ;2023;0;6913;8669;1757;7010MHK;0a116c30-e4a7-43bf-93da-487e42253e1f;12/09/2023
APRILIA;RS 660;660;RS 660 LIMITED EDITION;NO;RS 660 ;2021;2787;7500;8990;1490;5117LMZ;0a116c30-e4a7-43bf-93da-487e42253e1f;29/09/2023
APRILIA;RS 660;660;RS 660;;;2021;901;7700;8990;1290;0090LVN;0a116c30-e4a7-43bf-93da-487e42253e1f;23/08/2024
APRILIA;RS 660;660;RS 660;NO;RS 660 ;2021;2500;8000;9140;1140;5520LSJ;0a116c30-e4a7-43bf-93da-487e42253e1f;04/03/2024
APRILIA;RS 660;660;RS 660 2020;NO;RS 660 ;2022;1300;8200;9190;990;3908MDZ;0a116c30-e4a7-43bf-93da-487e42253e1f;31/10/2023
APRILIA;RS 660;660;RS 660 ;NO;RS 660 ;2022;3100;7750;9190;1440;0336MCW;0a116c30-e4a7-43bf-93da-487e42253e1f;12/12/2023
APRILIA;RS 660;660;RS 660 rf;NO;RS 660 ;2021;6000;8300;9290;990;5192LRZ;0a116c30-e4a7-43bf-93da-487e42253e1f;03/11/2022
APRILIA;RS 660;660;RS 660 35Kw;NO;RS 660 ;2021;16000;8000;9290;1290;4862LRW;0a116c30-e4a7-43bf-93da-487e42253e1f;16/05/2023
APRILIA;RS 660;660;RS 660 2019;NO;RS 660 ;2021;4000;8400;9390;990;4228LRR;0a116c30-e4a7-43bf-93da-487e42253e1f;06/03/2023
APRILIA;RS 660;660;RS 660 2020;NO;RS 660 ;2021;11400;8000;9390;1390;4017LVR;0a116c30-e4a7-43bf-93da-487e42253e1f;30/06/2023
APRILIA;RS 660;660;RS 660 A2;NO;RS 660 ;2021;6793;7900;9390;1490;4748LML;0a116c30-e4a7-43bf-93da-487e42253e1f;17/10/2023
APRILIA;RS 660;660;RS 660;NO;RS 660 ;2022;5500;8000;9400;1400;0078LXV;0a116c30-e4a7-43bf-93da-487e42253e1f;31/08/2023
APRILIA;RS 660;660;RS 660 rf;NO;RS 660 ;2021;6000;8300;9480;1180;5192LRZ;0a116c30-e4a7-43bf-93da-487e42253e1f;03/11/2022
APRILIA;RS 660;660;RS 660 2020;NO;RS 660 ;2021;7500;7605;9490;1885;5079LVT;0a116c30-e4a7-43bf-93da-487e42253e1f;16/08/2023
APRILIA;RS 660;660;RS 660;NO;RS 660 ;2023;2300;8500;9490;990;7320MGH;0a116c30-e4a7-43bf-93da-487e42253e1f;14/03/2024
APRILIA;RS 660;660;RS 660 2016;NO;RS 660 ;2022;533;8575;9600;1025;2633LZM;0a116c30-e4a7-43bf-93da-487e42253e1f;09/03/2023
APRILIA;RS 660;660;RS 660 2017;NO;RS 660 ;2021;6171;8600;9690;1090;3598LPH;0a116c30-e4a7-43bf-93da-487e42253e1f;30/01/2023
APRILIA;RS 660;660;RS 660 2022;NO;RS 660 ;2022;3500;8400;9790;1390;4604LZL;0a116c30-e4a7-43bf-93da-487e42253e1f;13/06/2023
APRILIA;RS 660;660;RS 660;;;2024;716;8500;9790;1290;7197MSK;0a116c30-e4a7-43bf-93da-487e42253e1f;08/08/2024
APRILIA;RS 660;660;RS 660 2021;NO;RS 660 ;2022;8;8500;9890;1390;5899MBM;0a116c30-e4a7-43bf-93da-487e42253e1f;13/02/2023
APRILIA;RS 660;660;RS 660 2018;NO;RS 660 ;2022;955;9050;9990;940;0724LVW;0a116c30-e4a7-43bf-93da-487e42253e1f;31/01/2023
APRILIA;RS 660;660;RS 660;NO;RS 660 ;2023;1200;8600;9990;1390;2505MFT;0a116c30-e4a7-43bf-93da-487e42253e1f;12/09/2023
APRILIA;RS 660;660;RS 660;NO;RS 660 ;2023;3;8700;9990;1290;3602MMC;0a116c30-e4a7-43bf-93da-487e42253e1f;27/03/2024
APRILIA;RSV 4;999;RSV4 1000;NO;RSV 4 ;2014;17724;8500;10690;2190;5824HWJ;756476ae-b1a8-49fc-86dc-eacca37d28a5;12/07/2024
APRILIA;RSV 4;1099;RSV4 1100;NO;RSV 4 ;2022;3600;15000;15740;740;0354LXH;756476ae-b1a8-49fc-86dc-eacca37d28a5;24/07/2024
APRILIA;RSV 4;1099;RSV4 -;NO;RSV 4 ;2019;10000;15000;17290;2290;0283KTV;756476ae-b1a8-49fc-86dc-eacca37d28a5;15/09/2023
APRILIA;RSV 4;1099;RSV 4;NO;RSV 4 ;2022;1700;17000;18990;1990;3213LZC;756476ae-b1a8-49fc-86dc-eacca37d28a5;24/05/2023
APRILIA;RSV 4;1099;RSV4RR;NO;RSV 4 ;2016;18500;13000;5000;-8000;1290JML;756476ae-b1a8-49fc-86dc-eacca37d28a5;26/09/2023
APRILIA;RSV 4;1099;RSV4;NO;RSV 4 ;2013;26180;8000;5700;-2300;5952HNP;756476ae-b1a8-49fc-86dc-eacca37d28a5;30/11/2022
APRILIA;RSV 4;1099;RSV 1000 R FACTORY;NO;RSV 4 ;2006;29000;4500;6400;1900;7099FCN;756476ae-b1a8-49fc-86dc-eacca37d28a5;29/09/2023
APRILIA;RSV 4;1099;RSV4 FACTORY;NO;RSV 4 ;2009;41648;7750;7791;41;2907GMS;756476ae-b1a8-49fc-86dc-eacca37d28a5;31/01/2023
APRILIA;RSV 4;1099;RSV4 FACTORY;NO;RSV 4 ;2009;41648;7750;7929;179;2907GMS;756476ae-b1a8-49fc-86dc-eacca37d28a5;31/01/2023
APRILIA;RSV 4;1099;RSV4;NO;RSV 4 ;2011;48500;6000;8590;2590;7228HHK;756476ae-b1a8-49fc-86dc-eacca37d28a5;30/03/2023
APRILIA;RSV 4;999;RSV4 1000;NO;RSV 4 ;2013;32100;7900;8740;840;3344HTV;756476ae-b1a8-49fc-86dc-eacca37d28a5;29/05/2024
APRILIA;RSV 4;1099;RSV4;NO;RSV 4 ;2013;26180;8000;9680;1680;5952HNP;756476ae-b1a8-49fc-86dc-eacca37d28a5;30/11/2022
APRILIA;RSV 4;1099;RSV4 FACTORY;NO;RSV 4 ;2012;22600;9000;9990;990;4433HJS;756476ae-b1a8-49fc-86dc-eacca37d28a5;13/06/2023
APRILIA;RX 125 ENDURO;125;RX 125;NO;RX 125 ENDURO ;2024;0;1983;2512;529;0298MSZ;e6f45d62-dff7-4390-ad34-26b7f13dd400;23/07/2024
APRILIA;RX 125 ENDURO;125;RX 125;;;2022;1056;2500;2699;199;7434LWC;e6f45d62-dff7-4390-ad34-26b7f13dd400;17/10/2024
APRILIA;RX 125 ENDURO;125;RX 125 ENDURO;NO;RX 125 ENDURO ;2023;3000;2150;2740;590;6930MKC;e6f45d62-dff7-4390-ad34-26b7f13dd400;13/12/2023
APRILIA;RX 125 ENDURO;125;RX 125 ENDURO;NO;RX 125 ENDURO ;2021;4382;2000;2990;990;3383LNS;e6f45d62-dff7-4390-ad34-26b7f13dd400;15/12/2023
APRILIA;RX 125 ENDURO;125;RX 125;NO;RX 125 ENDURO ;2022;1279;2200;2990;790;0533LWB;e6f45d62-dff7-4390-ad34-26b7f13dd400;03/04/2024
APRILIA;RX 125 ENDURO;125;RX 125;;;2023;3529;2200;2999;799;6930MKC;e6f45d62-dff7-4390-ad34-26b7f13dd400;18/10/2024
APRILIA;RX 125 ENDURO;125;RX 125;NO;RX 125 ENDURO ;2023;560;2400;3060;660;1070MLF;e6f45d62-dff7-4390-ad34-26b7f13dd400;31/05/2024
APRILIA;RX 125 ENDURO;125;RX 125 ENDURO;NO;RX 125 ENDURO ;2022;485;2450;3190;740;5657LXZ;e6f45d62-dff7-4390-ad34-26b7f13dd400;16/10/2023
APRILIA;RX 125 ENDURO;125;RX 125;;;2023;171;2400;3190;790;8505MGS;e6f45d62-dff7-4390-ad34-26b7f13dd400;19/09/2024
APRILIA;RX 125 ENDURO;125;RX 125;;;2022;2598;2233;3190;957;5657LXZ;e6f45d62-dff7-4390-ad34-26b7f13dd400;27/11/2024
APRILIA;RX 125 ENDURO;125;RX 125 ENDURO;NO;RX 125 ENDURO ;2022;600;2600;3290;690;0678MBM;e6f45d62-dff7-4390-ad34-26b7f13dd400;30/10/2023
APRILIA;RX 125 ENDURO;125;RX 125;NO;RX 125 ENDURO ;2022;306;2500;3290;790;6750LWR;e6f45d62-dff7-4390-ad34-26b7f13dd400;25/07/2024
APRILIA;RX 125 ENDURO;125;RX 125;NO;RX 125 ENDURO ;2024;2;2700;3390;690;2894MNT;e6f45d62-dff7-4390-ad34-26b7f13dd400;22/07/2024
APRILIA;RX 125 ENDURO;125;RX 125 ENDURO;NO;RX 125 ENDURO ;2021;10700;2430;3490;1060;9579LSX;e6f45d62-dff7-4390-ad34-26b7f13dd400;29/09/2023
APRILIA;RX 125 ENDURO;125;RX 125 ENDURO;NO;RX 125 ENDURO ;2023;1600;2800;3590;790;4946MFY;e6f45d62-dff7-4390-ad34-26b7f13dd400;29/09/2023
APRILIA;SCARABEO 50 CLASSIC 2T;50;SCARABEO 50 CLASSIC 2T;NO;SCARABEO 50 CLASSIC 2T ;2021;7500;600;1490;890;C3170BWL;ZZZZZZZ;13/12/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2014;49600;2000;2000;-;7515HXB;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;02/05/2024
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2010;18333;1900;2250;350;2932GZS;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;22/02/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2008;43825;2150;2650;500;5784GFK;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;21/03/2023
APRILIA;SHIVER 750;750;SHIVER 750 SL;NO;SHIVER 750 ;2010;42000;2200;2700;500;5864GXW;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;17/05/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2010;44500;1745;2740;995;9944GYK;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;09/07/2024
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2009;39700;2066;2890;824;1206GNW;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;12/04/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2008;39314;2300;2990;690;7296GFP;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;16/05/2023
APRILIA;SHIVER 750;750;SHIVER 750 ;NO;SHIVER 750 ;2012;52000;2000;2990;990;2294HMC;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;18/12/2023
APRILIA;SHIVER 750;750;SHIVER 750 2012;NO;SHIVER 750 ;2012;52000;2000;2990;990;2294HMC;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;18/12/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2008;47000;2250;3190;940;9843GCH;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;03/05/2023
APRILIA;SHIVER 750;750;SHIVER 750 750;NO;SHIVER 750 ;2015;49483;2000;3290;1290;7515HXB;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;29/09/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2011;27823;2600;3290;690;7716HCZ;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;30/10/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2012;57335;2000;3290;1290;2294HMC;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;09/07/2024
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2010;26000;3015;3290;275;7296GWS;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;09/07/2024
APRILIA;SHIVER 750;750;SHIVER 750 2012;NO;SHIVER 750 ;2014;6545;2830;3300;470;7811HVN;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;03/05/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2011;36200;2250;3440;1190;9732HDT;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;06/03/2024
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2010;25507;2800;3490;690;3874GYY;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;09/12/2022
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2011;36743;2300;3490;1190;4386HGP;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;18/07/2024
APRILIA;SHIVER 750;750;SHIVER 750;;;2010;17130;2300;3499;1199;2935GWL;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;15/10/2024
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2010;42000;2900;3540;640;6875GZX;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;12/04/2024
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2012;27264;2500;3590;1090;1398HKJ;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;17/06/2024
APRILIA;SHIVER 750;750;SHIVER 750 ABS;ABS;SHIVER 750 ABS;2011;30116;2800;3790;990;1998HFG;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;04/01/2023
APRILIA;SHIVER 750;750;SHIVER 750 2012;NO;SHIVER 750 ;2012;52000;2600;3990;1390;2294HMC;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;25/07/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2011;30000;2425;3990;1565;2051HFL;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;04/01/2024
APRILIA;SHIVER 750;750;SHIVER 750;;;2014;23111;3073;3990;917;4792JBG;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;12/08/2024
APRILIA;SHIVER 750;750;SHIVER 750;;;2011;18400;2700;3999;1299;1865HBX;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;28/10/2024
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2008;32800;2700;4080;1380;4987GKF;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;04/01/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2012;9000;3300;4290;990;2157HLD;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;21/02/2023
APRILIA;SHIVER 750;750;SHIVER 750 ;NO;SHIVER 750 ;2014;19800;3400;4390;990;4792JBG;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;23/10/2023
APRILIA;SHIVER 750;750;SHIVER 750;;;2014;15094;3045;4399;1354;0990HYK;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;31/10/2024
APRILIA;SHIVER 750;750;SHIVER 750 ;NO;SHIVER 750  ;2012;52000;7400;7990;590;2294HMC;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;27/12/2023
APRILIA;SHIVER 800;800;SRV 850 ABS;ABS;SHIVER 800 ABS;2016;22420;5000;6790;1790;2425JLS;ZZZZZZZ;21/09/2023
APRILIA;SHIVER 900;750;SHIVER 900;NO;SHIVER 900 ;2018;41500;3830;3990;160;4404KRM;c67a9184-f746-4631-bfa5-6d75709ae600;31/01/2024
APRILIA;SHIVER 900;750;SHIVER 900;NO;SHIVER 900 ;2019;8300;5000;5190;190;7807KYL;c67a9184-f746-4631-bfa5-6d75709ae600;26/01/2024
APRILIA;SHIVER 900;896;SHIVER 900;;;2019;18525;4500;5299;799;9639KTT;c67a9184-f746-4631-bfa5-6d75709ae600;29/11/2024
APRILIA;SHIVER 900;750;SHIVER 900;NO;SHIVER 900 ;2018;28875;4400;5390;990;5638KRG;c67a9184-f746-4631-bfa5-6d75709ae600;12/01/2023
APRILIA;SHIVER 900;750;SHIVER 900;NO;SHIVER 900 ;2020;27038;4200;5390;1190;3923LGD;c67a9184-f746-4631-bfa5-6d75709ae600;19/07/2024
APRILIA;SHIVER 900;750;Shiver 900 900;NO;SHIVER 900 ;2018;23000;4800;5400;600;0292KNP;c67a9184-f746-4631-bfa5-6d75709ae600;19/06/2023
APRILIA;SHIVER 900;750;SHIVER 900 2019;NO;SHIVER 900 ;2020;30000;4800;5450;650;1231LDW;c67a9184-f746-4631-bfa5-6d75709ae600;12/06/2023
APRILIA;SHIVER 900;750;Shiver 900;NO;SHIVER 900 ;2018;40800;4400;5470;1070;4404KRM;c67a9184-f746-4631-bfa5-6d75709ae600;27/06/2023
APRILIA;SHIVER 900;750;APRILIA SHIVER 900;NO;SHIVER 900 ;2017;26119;4500;5490;990;0758KBS;c67a9184-f746-4631-bfa5-6d75709ae600;03/03/2023
APRILIA;SHIVER 900;750;SHIVER 900 A2 ABS;ABS;SHIVER 900 ABS;2018;27000;4400;5490;1090;9686KMK;c67a9184-f746-4631-bfa5-6d75709ae600;17/10/2023
APRILIA;SHIVER 900;750;SHIVER 900;NO;SHIVER 900 ;2019;6149;4900;5575;675;2744KXC;c67a9184-f746-4631-bfa5-6d75709ae600;23/03/2023
APRILIA;SHIVER 900;750;SHIVER 900;NO;SHIVER 900 ;2019;12606;5050;5590;540;4867KZK;c67a9184-f746-4631-bfa5-6d75709ae600;31/10/2023
APRILIA;SHIVER 900;896;SHIVER 900;;;2019;11752;4700;5649;949;7807KYL;c67a9184-f746-4631-bfa5-6d75709ae600;29/11/2024
APRILIA;SHIVER 900;750;SHIVER 900;NO;SHIVER 900 ;2020;18500;5000;5700;700;7160LFJ;c67a9184-f746-4631-bfa5-6d75709ae600;09/11/2022
APRILIA;SHIVER 900;896;SHIVER 900;;;2020;25285;4250;5740;1490;6995LFJ;c67a9184-f746-4631-bfa5-6d75709ae600;17/10/2024
APRILIA;SHIVER 900;750;SHIVER 900 2019;NO;SHIVER 900 ;2021;10000;5100;5775;675;7701LTW;c67a9184-f746-4631-bfa5-6d75709ae600;19/06/2023
