MARCA;MODELO;CC;MM DATA;ABS;MODELO con ABS;Año;KM;Coste;PVP;Margen;Matrícula;Model_id;Fecha
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2010;39502;2000;2350;350;0043GYK;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;16/01/2023
HONDA;CB 600 F;600;CB 600 F;NO;CB 600 F ;2005;61000;1600;2464;864;0791DST;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;08/03/2023
HONDA;CB 600 F;600;CB 600 HORNET S;NO;CB 600 F ;2003;25398;1300;2490;1190;0082CLK;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;21/09/2023
HONDA;CB 600 F;599;CB 600 HORNET;;;2002;27288;1300;2490;1190;5344CCD;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;12/08/2024
HONDA;CB 600 F;600;CB600F HORNET;NO;CB 600 F ;2010;50000;2000;2500;500;1182JKM;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;06/03/2023
HONDA;CB 600 F;600;Cb600f Hornet;NO;CB 600 F ;2010;50837;2100;2500;400;9386GYW;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;03/04/2023
HONDA;CB 600 F;600;CB 600 HORNET F;NO;CB 600 F ;2005;39999;1190;2590;1400;9787DRB;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;07/06/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2007;26000;2200;2600;400;4440FSM;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;28/03/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2006;50000;1700;2625;925;4284FJP;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;13/04/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2004;56630;1300;2690;1390;3833CVF;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;14/08/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2008;32000;2150;2700;550;4743GDV;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;15/05/2023
HONDA;CB 600 F;600;CB 600 HORNET F;NO;CB 600 F ;2007;68303;1400;2790;1390;1535FPB;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;20/07/2023
HONDA;CB 600 F;600;CB 600 HORNET F;NO;CB 600 F ;2005;50000;1500;2790;1290;9545CPJ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;31/07/2023
HONDA;CB 600 F;600;CB 600 HORNET S;NO;CB 600 F ;2003;44000;1500;2790;1290;3198CHT;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;20/10/2023
HONDA;CB 600 F;600;CB 600 F;NO;CB 600 F ;2006;21800;1800;2890;1090;9955FDX;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;24/01/2023
HONDA;CB 600 F;599;CB 600 HORNET;NO;CB 600 F ;2007;7300;2066;2926;859;6888FPC;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;07/05/2024
HONDA;CB 600 F;600;cb600F Hornet;NO;CB 600 F ;2009;65616;2099;2990;891;6212GRT;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;02/06/2023
HONDA;CB 600 F;600;CB 600 HORNET F ABS;ABS;CB 600 F ABS;2007;40000;2400;2990;590;1945FPW;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;11/12/2023
HONDA;CB 600 F;600;CB 600 HORNET F ABS;ABS;CB 600 F ABS;2007;40000;2400;2990;590;1945FPW;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;11/12/2023
HONDA;CB 600 F;600;CB 600 HORNET F;NO;CB 600 F ;2007;43700;2200;2990;790;5814FPK;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;13/12/2023
HONDA;CB 600 F;600;CB 600 HORNET F;NO;CB 600 F ;2007;43700;2200;2990;790;5814FPK;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;13/12/2023
HONDA;CB 600 F;600;CB 600F;NO;CB 600 F ;2007;50000;2200;3000;800;6158FSJ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;02/02/2023
HONDA;CB 600 F;599;CB 600 HORNET;NO;CB 600 F ;2008;34129;2000;3040;1040;2666FZN;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;03/07/2024
HONDA;CB 600 F;599;CB 600 HORNET;NO;CB 600 F ;2008;34350;2100;3040;940;9470GCB;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;19/07/2024
HONDA;CB 600 F;600;CB 600 F ABS HORNET;ABS;CB 600 F ABS;2006;45000;2000;3082;1082;4116FDY;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;22/06/2023
HONDA;CB 600 F;599;CB 600 HORNET;NO;CB 600 F ;2010;68600;1700;3090;1390;8533GTG;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;28/05/2024
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2008;66086;1650;3102;1452;5519GFK;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;20/02/2023
HONDA;CB 600 F;600;Hornet CB600F ABS 10 ;ABS;CB 600 F ABS;2008;56000;2300;3190;890;6522GCX;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;29/05/2023
HONDA;CB 600 F;600;CB 600 HORNET F;NO;CB 600 F ;2007;23000;2100;3190;1090;3575FVY;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;05/10/2023
HONDA;CB 600 F;599;CB 600 HORNET;NO;CB 600 F ;2007;41817;2000;3190;1190;9813FSX;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;10/06/2024
HONDA;CB 600 F;599;CB 600 HORNET;NO;CB 600 F ;2007;47093;1900;3190;1290;5708FWJ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;11/06/2024
HONDA;CB 600 F;600;CB 600 HORNET;NO;CB 600 F ;2007;42389;2000;3290;1290;4917FTC;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;14/03/2024
HONDA;CB 600 F;599;CB 600 HORNET;NO;CB 600 F ;2008;50119;1400;3290;1890;7278GFY;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;27/05/2024
HONDA;CB 600 F;599;CB 600 HORNET;;;2007;42229;2300;3290;990;3590FSD;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;06/08/2024
HONDA;CB 600 F;599;CB 600 HORNET;;;2010;37412;2300;3300;1000;2689GVM;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;23/10/2024
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2006;10000;2300;3390;1090;4162DZF;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;06/06/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2008;56000;2000;3390;1390;8570GFG;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;17/08/2023
HONDA;CB 600 F;599;CB 600 HORNET;NO;CB 600 F ;2008;50000;2200;3390;1190;8170GHH;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;28/05/2024
HONDA;CB 600 F;600;CB 600f hornet;NO;CB 600 F ;2007;50503;2200;3490;1290;4668FWY;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;24/01/2023
HONDA;CB 600 F;599;CB 600 HORNET;NO;CB 600 F ;2008;28900;2300;3490;1190;4123GFP;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;08/07/2024
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2007;20000;3000;3550;550;4655FXN;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;19/06/2023
HONDA;CB 600 F;600;CB 600 HORNET F;NO;CB 600 F ;2008;47600;2500;3590;1090;4804GHZ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;04/09/2023
HONDA;CB 600 F;599;CB 600 HORNET;NO;CB 600 F ;2010;24000;2200;3590;1390;8448GSS;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;14/05/2024
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2007;44000;2250;3602;1352;2446FYF;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;12/04/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2007;22700;2800;3684;884;8941FSV;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;17/02/2023
HONDA;CB 600 F;600;CB 600 HORNET F;NO;CB 600 F ;2007;25474;2200;3690;1490;3114FPR;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;05/10/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2010;18000;2700;3785;1085;0338GWH;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;30/03/2023
HONDA;CB 600 F;600;CB 600 F Hornet F;NO;CB 600 F ;2007;36000;2600;3790;1190;1567FWL;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;15/03/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2008;36000;2800;3790;990;8153GGS;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;18/05/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2008;45000;2600;3790;1190;1904FZN;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;22/06/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2007;8300;3000;3990;990;5231FWP;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;29/03/2023
HONDA;CB 600 F;649;CB 650;;;2015;54602;3000;4249;1249;2322JFR;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;25/10/2024
HONDA;CB 600 F;600;CB600F;NO;CB 600 F ;2008;3500;3300;4400;1100;7277GFM;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;28/04/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2007;4800;3400;4506;1106;4426FTP;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;22/03/2023
HONDA;CB 600 F;649;CB 650;;;2018;39810;3250;4749;1499;6661KLF;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;21/10/2024
HONDA;CB 600 F;600;HORNET;NO;CB 600 F ;2014;33500;4000;5090;1090;6275HXK;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;07/02/2023
HONDA;CB 600 F;600;CB 650;NO;CB 600 F ;2019;36700;4000;5540;1540;2836KTR;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;21/03/2024
HONDA;CB 600 F;649;CB 650;;;2020;29221;5000;5940;940;2743LHH;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;03/10/2024
HONDA;CB 600 F;649;CB 650;;;2020;15678;5000;5949;949;0459LLZ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;15/10/2024
HONDA;CB 600 F;649;CB 650;;;2019;25065;4700;5999;1299;4037LCS;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;31/10/2024
HONDA;CB 600 F;600;CB 650;NO;CB 600 F ;2020;10100;5500;6290;790;5129LDV;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;14/03/2024
HONDA;CB 600 F;649;CB 650;;;2021;22415;5000;6290;1290;5592LSH;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;25/09/2024
HONDA;CB 600 F;649;CB 650;;;2021;13330;5100;6490;1390;3669LPX;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;16/09/2024
HONDA;CB 600 F;649;CB 650;;;2021;2672;5500;6599;1099;6136LTG;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;22/11/2024
HONDA;CB 600 F;600;CB 650;NO;CB 600 F ;2020;10400;5900;6640;740;7182LDV;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;21/03/2024
HONDA;CB 600 F;600;CB 650;NO;CB 600 F ;2019;17500;6000;6962;962;0655LKF;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;29/03/2023
HONDA;CB 600 F;600;CB 600 HORNET S SF 00;NO;CB 600 F ;2001;60000;530;800;270;7049BJL;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;19/06/2023
HONDA;CB 600 F;600;CB 600 HORNET S;NO;CB 600 F ;2000;37000;600;900;300;IB8454DN;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;05/10/2023
HONDA;CB 650;600;CB 650;NO;CB 650 ;2017;53700;3213;3740;527;4714JXK;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;07/05/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2015;59004;3000;4290;1290;1938JJC;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;15/04/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2014;31000;4200;4490;290;5965HZH;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;16/01/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2017;9000;4000;5390;1390;7823KGJ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;14/05/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2016;5314;3750;5390;1640;6154JTH;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;27/05/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2020;41375;5950;5690;-260;0440LHJ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;08/07/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2019;48200;4835;5790;955;8064LBJ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;29/01/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2019;28045;5700;5940;240;9029LBC;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;26/04/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2019;21293;5000;5990;990;5680LCF;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;05/04/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2020;30211;4050;5990;1940;9918LHN;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;05/04/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2018;9000;4575;5990;1415;5599KLK;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;11/04/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2022;44000;5000;5990;990;3646LWS;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;25/06/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2020;15910;7200;6040;-1160;9928LKJ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;08/04/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2019;21891;4900;6040;1140;5460LBP;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;23/04/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2020;15283;5100;6090;990;2719LGB;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;02/05/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2021;31000;5700;6140;440;0486LSB;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;12/01/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2019;16000;4675;6240;1565;2613KWN;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;03/01/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2019;6492;5200;6240;1040;0280LBG;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;09/05/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2021;14000;5000;6240;1240;1321LPJ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;21/05/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2021;20218;5045;6240;1195;9034LRB;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;11/06/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2020;7700;5300;6240;940;0663LGN;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;14/06/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2019;17813;5300;6290;990;3938LBZ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;17/06/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2020;5647;5400;6440;1040;1393LFM;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;03/05/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2020;9344;5045;6490;1445;1904LHW;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;10/04/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2022;14552;5500;6590;1090;8412LVW;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;08/07/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2023;12271;5500;6740;1240;3390MHJ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;08/07/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2021;22000;6000;6990;990;3249LNS;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;23/01/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2021;5447;5500;6990;1490;3194LSW;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;29/05/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2022;3300;6300;7140;840;9024LYY;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;11/06/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2022;9159;5800;7190;1390;2262MCX;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;25/06/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2023;1260;6500;7240;740;6890MGS;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;05/04/2024
HONDA;CB 650;600;CB 650;NO;CB 650 ;2022;5319;7000;7490;490;2902LYX;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;23/01/2024
HONDA;CB 650 F;650;CB 650 F ABS;ABS;CB 650 F ABS;2017;54600;3500;4590;1090;5641JXN;a1d2491a-65d4-48e5-b769-475333f5405c;12/09/2023
HONDA;CB 650 F;650;CB 650 F;NO;CB 650 F ;2015;58000;3500;4590;1090;2426JHL;a1d2491a-65d4-48e5-b769-475333f5405c;18/09/2023
HONDA;CB 650 F;650;CB 650F;NO;CB 650 F ;2017;49400;4000;4990;990;8861KCC;a1d2491a-65d4-48e5-b769-475333f5405c;11/10/2023
HONDA;CB 650 F;650;CB 650 F HORNET;NO;CB 650 F ;2016;30000;4300;5390;1090;3608JPL;a1d2491a-65d4-48e5-b769-475333f5405c;31/03/2023
HONDA;CB 650 F;650;CB 650F;NO;CB 650 F ;2015;34700;4100;5460;1360;3445JHP;a1d2491a-65d4-48e5-b769-475333f5405c;19/04/2023
HONDA;CB 650 F;650;CB 650 F;NO;CB 650 F ;2017;35800;4280;5490;1210;7794KFS;a1d2491a-65d4-48e5-b769-475333f5405c;06/09/2023
HONDA;CB 650 F;650;CB 650 R;NO;CB 650 F ;2019;32000;5300;5640;340;5284KTT;a1d2491a-65d4-48e5-b769-475333f5405c;13/12/2023
HONDA;CB 650 F;650;CB 650F;NO;CB 650 F ;2018;35000;4700;5790;1090;0722KMG;a1d2491a-65d4-48e5-b769-475333f5405c;14/04/2023
HONDA;CB 650 F;650;CB 650 F ;NO;CB 650 F ;2017;17000;4900;5890;990;7712JYL;a1d2491a-65d4-48e5-b769-475333f5405c;29/06/2023
HONDA;CB 650 F;650;CB 650F;NO;CB 650 F ;2019;11000;5000;5940;940;6776KWN;a1d2491a-65d4-48e5-b769-475333f5405c;15/01/2024
HONDA;CB 650 F;650;CB 650F;NO;CB 650 F ;2018;12031;4700;5990;1290;9315KJP;a1d2491a-65d4-48e5-b769-475333f5405c;02/02/2023
HONDA;CB 650 F;650;CB 650 F;NO;CB 650 F ;2018;29000;5245;5990;745;9889KFL;a1d2491a-65d4-48e5-b769-475333f5405c;13/12/2023
HONDA;CB 650 f;650;CB 650 F;NO;CB 650 f ;2018;29000;5245;5990;745;9889KFL;a1d2491a-65d4-48e5-b769-475333f5405c;13/12/2023
HONDA;CB 650 F;650;CB 650F;NO;CB 650 F ;2018;5175;5200;6090;890;9915JWF;a1d2491a-65d4-48e5-b769-475333f5405c;26/01/2023
HONDA;CB 650 F;650;CB 650F;NO;CB 650 F ;2016;15886;5000;6181;1181;2178JSH;a1d2491a-65d4-48e5-b769-475333f5405c;17/04/2023
HONDA;CB 650 F;650;CB 650 F;NO;CB 650 F ;2016;8895;5000;6290;1290;4318JWC;a1d2491a-65d4-48e5-b769-475333f5405c;07/08/2023
HONDA;CB 650 F;650;CB 650F;NO;CB 650 F ;2018;10607;4850;6390;1540;5365KKY;a1d2491a-65d4-48e5-b769-475333f5405c;17/02/2023
HONDA;CB 650 F;650;CB 650 F ABS;ABS;CB 650 F ABS;2019;10000;5300;6390;1090;7545KSS;a1d2491a-65d4-48e5-b769-475333f5405c;22/06/2023
HONDA;CB 650 F;650;CB 650 F ABS;ABS;CB 650 F ABS;2018;6500;5530;6390;860;6409KGR;a1d2491a-65d4-48e5-b769-475333f5405c;31/10/2023
HONDA;CB 650 F;650;CB 650 F;NO;CB 650 F ;2017;9200;5300;6490;1190;7711KGW;a1d2491a-65d4-48e5-b769-475333f5405c;31/05/2023
HONDA;CB 650 F;650;CB 650 F;NO;CB 650 F ;2019;13500;5500;6490;990;0562LCM;a1d2491a-65d4-48e5-b769-475333f5405c;06/09/2023
HONDA;CB 650 F;650;CB 650 F ABS;ABS;CB 650 F ABS;2018;8270;5200;6490;1290;1844KMT;a1d2491a-65d4-48e5-b769-475333f5405c;26/09/2023
HONDA;CB 650 F;650;CB650F CB650F;NO;CB 650 F ;2019;21500;5100;6506;1406;8578KYW;a1d2491a-65d4-48e5-b769-475333f5405c;11/04/2023
HONDA;CB 650 F;650;CB 650 R;NO;CB 650 F ;2020;5400;6000;7000;1000;7646LJC;a1d2491a-65d4-48e5-b769-475333f5405c;26/07/2023
HONDA;CB 650 F;650;CB 650 R;NO;CB 650 F ;2021;9100;5900;7290;1390;9824LLZ;a1d2491a-65d4-48e5-b769-475333f5405c;18/07/2023
HONDA;CB 650 F;650;CB 650 R;NO;CB 650 F ;2022;1000;6800;7890;1090;7643MCY;a1d2491a-65d4-48e5-b769-475333f5405c;14/12/2023
HONDA;CB 650 R;650;CB 650 N;NO;CB 650 R ;2007;24400;3000;3190;190;8070FPP;a1d2491a-65d4-48e5-b769-475333f5405c;23/10/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2014;30373;3500;4990;1490;6452LHM;a1d2491a-65d4-48e5-b769-475333f5405c;26/07/2023
HONDA;CB 650 R;650;CB CB;NO;CB 650 R ;2019;30485;4300;5090;790;8057KNY;a1d2491a-65d4-48e5-b769-475333f5405c;18/01/2023
HONDA;CB 650 R;650;CB650 R;NO;CB 650 R ;2019;58630;5000;5625;625;8040LBX;a1d2491a-65d4-48e5-b769-475333f5405c;16/01/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2019;32000;5300;5640;340;5284KTT;a1d2491a-65d4-48e5-b769-475333f5405c;13/12/2023
HONDA;CB 650 R;650;CB650F ABS;ABS;CB 650 R ABS;2016;11244;4500;5790;1290;2696JMR;a1d2491a-65d4-48e5-b769-475333f5405c;17/07/2023
HONDA;CB 650 R;650;CB650R;NO;CB 650 R ;2019;16600;6000;6000;-;2113KYM;a1d2491a-65d4-48e5-b769-475333f5405c;20/04/2023
HONDA;CB 650 R;650;CB 650R;NO;CB 650 R ;2019;20000;5400;6150;750;0953KZW;a1d2491a-65d4-48e5-b769-475333f5405c;03/05/2023
HONDA;CB 650 R;650;CB 650 r Naked;NO;CB 650 R ;2020;23000;5400;6150;750;7859LFR;a1d2491a-65d4-48e5-b769-475333f5405c;10/05/2023
HONDA;CB 650 R;650;CB 650R;NO;CB 650 R ;2019;22000;5500;6250;750;1619KZS;a1d2491a-65d4-48e5-b769-475333f5405c;07/06/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2020;17430;5300;6390;1090;5410LJY;a1d2491a-65d4-48e5-b769-475333f5405c;12/07/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2020;35000;5700;6400;700;0907LDV;a1d2491a-65d4-48e5-b769-475333f5405c;16/01/2023
HONDA;CB 650 R;650;CB650R;NO;CB 650 R ;2019;31000;5900;6490;590;5914KVJ;a1d2491a-65d4-48e5-b769-475333f5405c;04/01/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2020;22000;5500;6490;990;5235LDS;a1d2491a-65d4-48e5-b769-475333f5405c;29/09/2023
HONDA;CB 650 R;650;CB650R;NO;CB 650 R ;2020;20623;6000;6490;490;9652LHH;a1d2491a-65d4-48e5-b769-475333f5405c;17/10/2023
HONDA;CB 650 R;650;CB 650R;NO;CB 650 R ;2019;15470;4920;6590;1670;6549KVG;a1d2491a-65d4-48e5-b769-475333f5405c;23/03/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2020;20000;5500;6590;1090;2916LGD;a1d2491a-65d4-48e5-b769-475333f5405c;18/07/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2021;23000;6000;6590;590;2945LMS;a1d2491a-65d4-48e5-b769-475333f5405c;04/08/2023
HONDA;CB 650 R;650;Cb650r A2;NO;CB 650 R ;2019;8000;6200;6680;480;2628LBF;a1d2491a-65d4-48e5-b769-475333f5405c;19/04/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2019;20000;5400;6690;1290;7856KWF;a1d2491a-65d4-48e5-b769-475333f5405c;04/09/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2019;28000;5500;6790;1290;4229KZB;a1d2491a-65d4-48e5-b769-475333f5405c;21/08/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2019;28000;5500;6790;1290;4229KZB;a1d2491a-65d4-48e5-b769-475333f5405c;21/08/2023
HONDA;CB 650 R;650;CB 650R;NO;CB 650 R ;2020;9588;5500;6890;1390;3551LGK;a1d2491a-65d4-48e5-b769-475333f5405c;13/02/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2019;20230;5900;6890;990;1263KZR;a1d2491a-65d4-48e5-b769-475333f5405c;31/05/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2022;30000;5800;6890;1090;2961LVY;a1d2491a-65d4-48e5-b769-475333f5405c;27/09/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2019;15688;6200;6957;757;8548KVM;a1d2491a-65d4-48e5-b769-475333f5405c;22/03/2023
HONDA;CB 650 R;650;CB 650R;NO;CB 650 R ;2021;10000;6000;6990;990;1391LNB;a1d2491a-65d4-48e5-b769-475333f5405c;07/03/2023
HONDA;CB 650 R;650;CB 650R;NO;CB 650 R ;2019;9500;6000;6990;990;7383KYD;a1d2491a-65d4-48e5-b769-475333f5405c;19/04/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2021;10234;6000;6990;990;2236LMV;a1d2491a-65d4-48e5-b769-475333f5405c;28/04/2023
HONDA;CB 650 R;650;CB 650R;NO;CB 650 R ;2019;20000;6000;6990;990;5798KYJ;a1d2491a-65d4-48e5-b769-475333f5405c;09/05/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2019;16400;5800;6990;1190;8128KZC;a1d2491a-65d4-48e5-b769-475333f5405c;18/07/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2020;14000;6000;6990;990;0120LGM;a1d2491a-65d4-48e5-b769-475333f5405c;10/08/2023
HONDA;CB 650 R;650;CB 650 R;NO;CB 650 R ;2020;15;5700;6990;1290;7872LJH;a1d2491a-65d4-48e5-b769-475333f5405c;26/10/2023
